dateTime,hitName,rotation,distance,frame,%replayed,toUse
22-07-07_23-48-06,face_77,94,72,8863,5,0
22-07-07_23-48-06,face_77,95,61,8868,5,0
22-07-07_23-48-07,face_77,95,63,8873,5,0
22-07-07_23-48-07,face_77,96,64,8878,5,0
22-07-07_23-48-07,face_77,96,65,8883,5,0
22-07-07_23-48-08,face_77,96,25,8888,5,0
22-07-07_23-48-08,face_77,97,25,8893,5,0
22-07-07_23-48-08,face_77,97,25,8898,5,0
22-07-07_23-48-09,face_77,98,37,8903,5,0
22-07-07_23-48-09,face_77,98,34,8908,5,0
22-07-07_23-48-10,face_77,98,27,8913,5,0
22-07-07_23-48-10,face_77,98,28,8921,5,0
22-07-07_23-48-10,face_77,98,22,8926,5,0
22-07-07_23-48-11,face_77,98,20,8931,5,0
22-07-07_23-48-16,B027,68,36,9168,5,0
22-07-07_23-48-17,B027,74,44,9173,5,0
22-07-07_23-48-17,B027,75,44,9178,5,0
22-07-07_23-48-17,B027,74,44,9187,5,0
22-07-07_23-48-18,B027,76,47,9192,5,0
22-07-07_23-48-18,B027,76,47,9197,5,0
22-07-07_23-48-18,B027,76,47,9202,5,0
22-07-07_23-48-27,B027,71,27,9571,5,0
22-07-07_23-48-27,B027,69,34,9576,5,0
22-07-07_23-48-27,B027,69,34,9581,5,0
22-07-07_23-48-28,B027,69,34,9586,5,0
22-07-07_23-48-28,B027,69,34,9591,5,0
22-07-07_23-48-29,B030,69,34,9602,5,0
22-07-07_23-48-29,B030,58,23,9607,5,0
22-07-07_23-48-30,B030,58,23,9617,5,0
22-07-07_23-48-30,B030,59,23,9622,5,0
22-07-07_23-48-30,B030,59,23,9627,5,0
22-07-07_23-48-31,B030,59,23,9632,5,0
22-07-07_23-48-31,B030,59,23,9637,5,0
22-07-07_23-48-31,B030,59,23,9642,5,0
22-07-07_23-48-32,B030,59,23,9647,5,0
22-07-07_23-48-32,B027,59,23,9658,5,0
22-07-07_23-48-32,B027,72,38,9663,5,0
22-07-07_23-48-33,B027,72,38,9668,5,0
22-07-07_23-48-33,B027,72,39,9676,5,0
22-07-07_23-48-34,B027,70,35,9681,5,0
22-07-07_23-48-37,B001,72,24,9814,6,0
22-07-07_23-48-37,B001,44,16,9819,6,0
22-07-07_23-48-39,B001,44,16,9876,6,0
22-07-07_23-48-39,B001,39,15,9881,6,0
22-07-07_23-48-39,B001,39,15,9886,6,0
22-07-07_23-48-41,B017 (3),39,15,9956,6,0
22-07-07_23-48-42,B017 (3),22,5,9996,6,0
22-07-07_23-48-42,B017 (3),1,12,10001,6,0
22-07-07_23-48-43,B017 (3),2,12,10006,6,0
22-07-07_23-48-43,B017 (3),2,12,10011,6,0
22-07-07_23-48-43,B017 (3),1,12,10018,6,0
22-07-07_23-48-44,B017 (3),3,12,10023,6,0
22-07-07_23-48-44,B017 (3),3,12,10028,6,0
22-07-07_23-48-44,B017 (3),3,12,10037,6,0
22-07-07_23-48-45,B017 (3),5,12,10042,6,0
22-07-07_23-48-45,B017 (3),5,12,10047,6,0
22-07-07_23-48-46,B017 (3),4,12,10075,6,0
22-07-07_23-48-46,B017 (3),1,12,10080,6,0
22-07-07_23-48-46,B017 (3),1,12,10085,6,0
22-07-07_23-48-47,B017 (3),2,12,10090,6,0
22-07-07_23-48-47,B017 (3),2,12,10099,6,0
22-07-07_23-48-47,B017 (3),14,12,10104,6,0
22-07-07_23-48-48,B017 (3),13,12,10109,6,0
22-07-07_23-48-49,B017 (3),14,4,10154,6,0
22-07-07_23-48-49,B017 (3),5,12,10159,6,0
22-07-07_23-48-50,B017 (3),5,12,10164,6,0
22-07-07_23-48-50,B22 1 (3),5,12,10191,6,0
22-07-07_23-48-51,B017 (3),28,18,10206,6,0
22-07-07_23-48-51,B017 (3),14,11,10211,6,0
22-07-07_23-48-52,B017 (3),2,10,10255,6,0
22-07-07_23-48-53,B017 (3),0,10,10260,6,0
22-07-07_23-48-53,B017 (3),1,10,10265,6,0
22-07-07_23-48-54,B017 (3),13,3,10303,6,0
22-07-07_23-48-54,B017 (3),1,9,10308,6,0
22-07-07_23-48-54,B017 (3),1,9,10313,6,0
22-07-07_23-48-55,B017 (3),1,9,10331,6,0
22-07-07_23-48-55,B017 (3),1,9,10338,6,0
22-07-07_23-48-56,B017 (3),1,9,10343,6,0
22-07-07_23-48-56,B017 (3),2,9,10348,6,0
22-07-07_23-48-56,B017 (3),2,9,10355,6,0
22-07-07_23-48-57,B017 (3),7,9,10360,6,0
22-07-07_23-48-57,B017 (3),7,9,10365,6,0
22-07-07_23-48-57,B017 (3),7,9,10370,6,0
22-07-07_23-48-58,B017 (3),7,9,10377,6,0
22-07-07_23-48-58,B017 (3),2,9,10382,6,0
22-07-07_23-48-58,B017 (3),2,8,10387,6,0
22-07-07_23-48-58,B017 (3),2,8,10393,6,0
22-07-07_23-48-59,B017 (3),3,8,10398,6,0
22-07-07_23-48-59,B017 (3),3,8,10403,6,0
22-07-07_23-48-59,B017 (3),3,8,10408,6,0
22-07-07_23-49-00,B017 (3),3,8,10413,6,0
22-07-07_23-49-00,B017 (3),11,8,10418,6,0
22-07-07_23-49-00,B017 (3),11,8,10423,6,0
22-07-07_23-49-01,B017 (3),11,8,10430,6,0
22-07-07_23-49-01,B017 (3),10,8,10435,6,0
22-07-07_23-49-01,B017 (3),10,8,10440,6,0
22-07-07_23-49-01,B017 (3),10,8,10446,6,0
22-07-07_23-49-02,B017 (3),2,8,10451,6,0
22-07-07_23-49-02,B017 (3),2,8,10456,6,0
22-07-07_23-49-02,B017 (3),2,8,10461,6,0
22-07-07_23-49-03,B017 (3),2,8,10466,6,0
22-07-07_23-49-03,B017 (3),2,8,10471,6,0
22-07-07_23-49-03,B017 (3),11,8,10476,6,0
22-07-07_23-49-04,B017 (3),11,8,10481,6,0
22-07-07_23-49-04,B017 (3),11,8,10486,6,0
22-07-07_23-49-04,B017 (3),11,8,10491,6,0
22-07-07_23-49-04,B017 (3),11,8,10496,6,0
22-07-07_23-49-05,B017 (3),11,8,10501,6,0
22-07-07_23-49-05,B017 (3),11,7,10506,6,0
22-07-07_23-49-05,B017 (3),11,7,10511,6,0
22-07-07_23-49-06,B017 (3),11,7,10516,6,0
22-07-07_23-49-06,B017 (3),11,7,10521,6,0
22-07-07_23-49-06,B017 (3),11,7,10526,6,0
